"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2003","04/28/2003","APRP28_03","02/22/2003","04/25/2003","E","R","","04/29/2003","T","0","Treas","Garber","Manley","","G","8906.00","1","0.00","0","0.00","0","0.00","0","8906.00","1","0.00","11080.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2003","05/27/2003","MAYP27_03","04/26/2003","05/21/2003","E","R","","05/29/2003","T","0","Treas","Garber","Manley","","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2003","12/04/2003","DECN04_03","10/23/2003","11/27/2003","E","R","","12/17/2003","T","0","Treas","Garber","Manley","","G","8089.50","1","0.00","0","0.00","0","0.00","0","8089.50","1","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2003","01/15/2004","JANP15_04","10/23/2003","12/31/2003","E","R","","01/12/2004","T","0","Treas","Garber","Manley","","G","8089.50","1","0.00","0","0.00","0","0.00","0","8089.50","1","0.00","2250.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2003","02/24/2003","FEBP24_03","01/01/2003","02/21/2003","E","R","","02/27/2003","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2003","04/28/2003","APRP28_03","02/22/2003","04/25/2003","E","R","","04/29/2003","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2003","05/27/2003","MAYP27_03","04/26/2003","05/21/2003","E","R","","05/29/2003","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2003","07/15/2003","JULP15_03","05/22/2003","06/30/2003","E","R","","07/07/2003","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","3092.12","1264","0.00","0","3092.12","1264","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2003","10/27/2003","OCTP27_03","05/22/2003","10/22/2003","E","R","","10/28/2003","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","6013.74","2501","0.00","0","6013.74","2501","0.00","10600.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2003","01/15/2004","JANP15_04","10/23/2003","12/31/2003","E","R","","01/15/2004","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","3593.62","1381","0.00","0","3593.62","1381","0.00","524.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-125","HBAV Home Builders Association of Virginia","2003","02/24/2003","FEBP24_03","01/01/2003","02/21/2003","E","R","","02/27/2003","T","0","Treasurer","Toalson","Michael","","G","9990.00","9","0.00","0","300.00","3","0.00","0","10290.00","12","0.00","5744.44","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-125","HBAV Home Builders Association of Virginia","2003","05/27/2003","MAYP27_03","04/26/2003","05/21/2003","E","A","","08/12/2003","T","0","Treasurer","Toalson","Michael","","G","25430.00","17","0.00","0","1300.00","13","0.00","0","26730.00","30","0.00","7877.38","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-125","HBAV Home Builders Association of Virginia","2003","04/28/2003","APRP28_03","02/22/2003","04/25/2003","E","R","","08/13/2003","T","0","Treasurer","Toalson","Michael","","G","58171.50","71","0.00","0","3516.00","39","0.00","0","61687.50","110","0.00","26148.01","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-125","HBAV Home Builders Association of Virginia","2003","01/15/2004","JANP15_04","10/23/2003","12/31/2003","E","R","","01/16/2004","L","0","Treasurer","Toalson","Michael","","G","14155.00","8","0.00","0","650.00","9","0.00","0","14805.00","17","0.00","20705.32","0.00","0.00","0.00","0.00","0.00","0","0.00"
"91-138","Home Builders Association of Richmond Builders PAC","2003","02/24/2003","FEBP24_03","01/01/2003","02/21/2003","E","R","","03/31/2003","L","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","2220.00","74","82.86","0","2220.00","74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00"
