"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"89872","304720","","","Friends of Mary Pat Clarke","","","P.O. Box 16175","","Baltimore","MD","21218","False","03/31/2016","5000.00","23878","VOIDED CHECK #1528 ISSUED 3-25-16","","{FBE8B2A9-73AF-19F1-FF6D-136290C6E61F}"
"89953","305212","","","Towne Bank","","","5716 High St W","","Portsmouth","VA","23703","False","03/31/2016",".03","23897","interest on deposits","","{7F677A18-7D64-C300-0DBD-8389CE250327}"
"89970","5833","","","BB&T","","","3131 Bridge Road","","Suffolk","VA","23435","False","01/29/2016",".04","23901","Interest","","{FD0E3832-069B-3F2A-F887-85471C4C4CDB}"
"89970","5833","","","BB&T","","","3131 Bridge Road","","Suffolk","VA","23435","False","02/29/2016",".03","23902","Interest","","{FD0E3832-069B-3F2A-F887-85471C4C4CDB}"
"89970","5833","","","BB&T","","","3131 Bridge Road","","Suffolk","VA","23435","False","03/31/2016",".04","23903","Interest","","{FD0E3832-069B-3F2A-F887-85471C4C4CDB}"
"90010","7764","","","Essex Bank","","","P.O. Box 965","","Tappahannock","VA","22560","False","01/31/2016","1.02","23918","Interest","","{824DBE49-2501-8F6C-4F11-BF36E0458D5B}"
"90010","7764","","","Essex Bank","","","P.O. Box 965","","Tappahannock","VA","22560","False","02/29/2016","1.05","23919","Interest","","{824DBE49-2501-8F6C-4F11-BF36E0458D5B}"
"90010","7764","","","Essex Bank","","","P.O. Box 965","","Tappahannock","VA","22560","False","03/31/2016","1.63","23920","Interest","","{824DBE49-2501-8F6C-4F11-BF36E0458D5B}"
"90013","3529","","","CenturyLink","","","P. O. Box 1319","","Charlotte","NC","28201","False","01/05/2016","150.00","23921","prepaid CenturyLink Visa card","","{F498AD62-E2BD-3502-ED0B-8F7DA937B656}"
"90013","86126","","","Albemarle County Republican Committee","","","455 Albemarle Square","","Charlottesville","VA","22901","False","03/15/2016","428.95","23922","math adjustment with explanation","","{F498AD62-E2BD-3502-ED0B-8F7DA937B656}"
"90099","26421","","","Bayport Credit Union","","","3711 Huntington Ave","","Newport News","VA","23607","False","03/31/2016","2.63","23930","Dividend","","{D595ACA4-8720-B2CC-132E-6CB4F972FF43}"
"90135","182955","","","Union First Market Bank","","","725 Kenmore Ave.","","Fredericksburg","VA","22401","False","01/29/2016",".34","23935","Interest","","{15DBFA97-1FDA-359B-1550-B46C57CB2B18}"
"90135","182955","","","Union First Market Bank","","","725 Kenmore Ave.","","Fredericksburg","VA","22401","False","02/29/2016",".32","23936","Interest","","{15DBFA97-1FDA-359B-1550-B46C57CB2B18}"
"90135","182955","","","Union First Market Bank","","","725 Kenmore Ave.","","Fredericksburg","VA","22401","False","03/31/2016",".35","23937","Interest","","{15DBFA97-1FDA-359B-1550-B46C57CB2B18}"
"90141","3036","","","Friends of Charles Poindexter","","","P.O. Box 117","","Glade Hill","VA","24092","False","03/22/2016","250.00","23943","Voided Check","","{4181EFE7-4346-4336-6249-DE17724F8D98}"
"90156","136488","Delores","","McQuinn","","","P.O. Box 406","","Richmond","VA","23218","True","02/26/2016","1500.00","23951","VOID Check","","{F1BF1B20-6059-D4D3-4FED-A4C5DACC449E}"
"90168","3941","","","Union First Market Bank","","","1051 East Cary St.","Suite 103","Richmond","VA","23219","False","01/31/2016",".55","23952","Interest","","{FD0827BB-9512-814C-0DF6-DE63B9984560}"
"90168","3941","","","Union First Market Bank","","","1051 East Cary St.","Suite 103","Richmond","VA","23219","False","02/29/2016",".51","23953","Interest","","{FD0827BB-9512-814C-0DF6-DE63B9984560}"
"90168","3941","","","Union First Market Bank","","","1051 East Cary St.","Suite 103","Richmond","VA","23219","False","03/31/2016",".55","23954","Interest","","{FD0827BB-9512-814C-0DF6-DE63B9984560}"
"90257","105333","","","Wells Fargo Bank","","","P.O. Box 6995","","Portland Oregon","VA","97228","False","03/31/2016",".31","23983","interest","","{8A26D80D-37F1-A8AE-8261-08526B71C55A}"
"90293","15739","","","UNITED BANK","","","110 UNIVERSITY BLVD","","HARRISONBURG","VA","22801","False","01/31/2016",".68","23986","INTEREST","","{EDF3B461-9ECC-BC5E-1C76-7F405ACAE164}"
"90293","15739","","","UNITED BANK","","","110 UNIVERSITY BLVD","","HARRISONBURG","VA","22801","False","02/29/2016",".69","23987","INTEREST","","{EDF3B461-9ECC-BC5E-1C76-7F405ACAE164}"
"90293","15739","","","UNITED BANK","","","110 UNIVERSITY BLVD","","HARRISONBURG","VA","22801","False","03/31/2016",".74","23988","INTEREST","","{EDF3B461-9ECC-BC5E-1C76-7F405ACAE164}"
"90295","35122","","","Suntrust","","","919 Main Street","","Richmond","VA","23219","False","01/31/2016",".68","23991","Interest","","{53743AB7-E9B2-CEC1-B50B-227FFF59EEAE}"
"90295","35122","","","Suntrust","","","919 Main Street","","Richmond","VA","23219","False","02/29/2016",".72","23992","Interest","","{53743AB7-E9B2-CEC1-B50B-227FFF59EEAE}"
"90295","137187","Will","","Morefield for House","","","PO Box 828","","North Tazewell","VA","24630","True","03/31/2016","500.00","23993","Lost Check","","{53743AB7-E9B2-CEC1-B50B-227FFF59EEAE}"
"90295","137192","Jeff","","Campbell for House","","","PO Box 986","","Marion","VA","24354","True","03/31/2016","500.00","23994","Lost Check","","{53743AB7-E9B2-CEC1-B50B-227FFF59EEAE}"
"90297","43875","","","Paragon Commercial Bank","","","3535 Glenwood Ave","","Raleigh","NC","27605","False","01/31/2016","5.23","23995","interest","","{90220C70-C71B-7274-C903-AEA37C477AE8}"
"90297","43875","","","Paragon Commercial Bank","","","3535 Glenwood Ave","","Raleigh","NC","27605","False","02/29/2016","5.44","23996","interest","","{90220C70-C71B-7274-C903-AEA37C477AE8}"
"90297","43875","","","Paragon Commercial Bank","","","3535 Glenwood Ave","","Raleigh","NC","27605","False","03/31/2016","5.95","23997","interest","","{90220C70-C71B-7274-C903-AEA37C477AE8}"
"90345","55741","","","Henrico Federal Credit Union","","","9401 West Broad Street","","Henrico","VA","23294","False","03/31/2016",".52","24012","Interest","","{4E15666E-2012-2D51-958A-A5F2B306E0C7}"
"90367","43699","","","BB&T - Riverfront Branch","","","901 E BYRD ST STE 170","","RICHMOND","VA","23219-4052","False","01/11/2016",".07","24023","interest on checking account","","{AF8AFCFD-2757-9E7D-B7BC-8DB1137DE855}"
"90367","43699","","","BB&T - Riverfront Branch","","","901 E BYRD ST STE 170","","RICHMOND","VA","23219-4052","False","02/09/2016",".06","24024","interest earned on checking account","","{AF8AFCFD-2757-9E7D-B7BC-8DB1137DE855}"
"90367","43699","","","BB&T - Riverfront Branch","","","901 E BYRD ST STE 170","","RICHMOND","VA","23219-4052","False","03/10/2016",".06","24025","interest earned on account","","{AF8AFCFD-2757-9E7D-B7BC-8DB1137DE855}"
"90380","1600","","","Suntrust Bank","","","9th & Main Street","","Richmond","VA","23219","False","01/31/2016","1.93","24030","Interest","","{64F5A65F-424B-EB3C-FF71-7F3205E940BD}"
"90380","1600","","","Suntrust Bank","","","9th & Main Street","","Richmond","VA","23219","False","02/29/2016","1.85","24031","Interest","","{64F5A65F-424B-EB3C-FF71-7F3205E940BD}"
"90381","184908","Candidates","","NON-VA","","","18354 Quantico Gateway Dr","Suite 200","Triangle","VA","22172","True","02/22/2016","500.00","24032","uncashed check","","{57406575-16CD-31B4-4323-654A0DAD6107}"
"90416","6838","","","Bank of America","","","PO Box 25118","","Tampa","FL","33622","False","01/31/2016",".04","24037","interest","","{FE04821D-A1C6-63AC-7173-1356EF3EAADC}"
"90416","6838","","","Bank of America","","","PO Box 25118","","Tampa","FL","33622","False","02/29/2016",".05","24038","interest","","{FE04821D-A1C6-63AC-7173-1356EF3EAADC}"
"90416","6838","","","Bank of America","","","PO Box 25118","","Tampa","FL","33622","False","03/31/2016",".05","24039","interest","","{FE04821D-A1C6-63AC-7173-1356EF3EAADC}"
"90474","14368","","","Sandy Springs Bank","","","17801 Georgia Avenue","","Olney","MD","20832","False","01/31/2016","4.48","24043","Bank Interest","","{2D19EBCF-B5F9-3340-EF43-340980319C61}"
"90474","14368","","","Sandy Springs Bank","","","17801 Georgia Avenue","","Olney","MD","20832","False","02/28/2016","4.32","24044","Bank Interest","","{2D19EBCF-B5F9-3340-EF43-340980319C61}"
"90474","14368","","","Sandy Springs Bank","","","17801 Georgia Avenue","","Olney","MD","20832","False","03/31/2016","4.59","24045","Bank Interest","","{2D19EBCF-B5F9-3340-EF43-340980319C61}"
"90481","54858","","","Wells Fargo Bank NA","","","PO Box 6995","","Portland","OR","97228","False","01/31/2016",".39","24055","Interest","","{645A715B-EDAB-81F9-3F60-49EEFF2CE985}"
