"ReportId","ScheduleId","ScheduleIId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","AuthorizingName","TypeOfDisposition","ReportUID"
"44727","","360","187721","","","Ted's Montana","","","4300 Wilson Boulevard","","Arlington","VA","22203","False","07/02/2014","68.59","Peter Hage","Food for meeting with Campaign Team following Arlington Democrats (ACDC) meeting.","{F195BC93-5453-9FAC-1CAA-4CE9DEC89722}"
"45049","","362","188786","","","Museum of Culpeper History","","","113 South Commerce Street","","Culpeper","VA","22701","False","08/14/2014","161.45","Keith D. Price","$161.45 to Museum of Culpeper History","{E5450233-9DB6-61AD-520A-896C29133A16}"
"45166","","363","189400","","","Virginia Senate Republican Caucus.","","","Post Office Box 1697","","Williamsburg","VA","23187","False","08/22/2014","638805.08","Tom Cosgrove","Donation","{87930E46-C86B-FEB6-6397-F70E49240C60}"
