"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"106","2157","","","Segregated Payments, Inc. (SEGPAYEU.COM)","","","3111 N. University Drive","Suite 1000","Coral Springs","FL","33065","False","01/12/2012","196.00","15","Reimbursement of fraud charges w/debit card","","{3DD43083-0893-4054-538B-3C66C582FCE1}"
"106","2213","","","Paypal USA Corporate Office Headquarters","","","2211 North First Street","","San Jose","CA","95131","False","03/05/2012",".37","16","PayPal verification reimbursement","","{3DD43083-0893-4054-538B-3C66C582FCE1}"
"106","2213","","","Paypal USA Corporate Office Headquarters","","","2211 North First Street","","San Jose","CA","95131","False","03/12/2012","58.97","17","PayPal balance transfered to Campaign account","","{3DD43083-0893-4054-538B-3C66C582FCE1}"
"106","2216","","","Square,Inc","","","901 Mission Street","","San Fransisco","CA","94103","False","03/12/2012",".49","18","Square, Inc validity test reimbursement","","{3DD43083-0893-4054-538B-3C66C582FCE1}"
"106","2228","","","Sign-A-Rama","","","309 Spring Street","","Herndon","VA","20170","False","03/23/2012","737.52","19","Credit for charging for 10 sings vice 6","","{3DD43083-0893-4054-538B-3C66C582FCE1}"
"145","938","","","Verizon","","","185 Franklin St","","Boston","MA","02110","False","01/19/2012","32.20","26","Rebate","","{EDFE4889-05FE-C6D3-CCD9-46EEC2A361F6}"
"145","941","","","BB&T","","","Noblewood Plz","","Woodbridge","VA","22193","False","01/23/2012",".12","27","Interest","","{EDFE4889-05FE-C6D3-CCD9-46EEC2A361F6}"
"145","941","","","BB&T","","","Noblewood Plz","","Woodbridge","VA","22193","False","02/14/2012",".06","28","Interest","","{EDFE4889-05FE-C6D3-CCD9-46EEC2A361F6}"
"145","941","","","BB&T","","","Noblewood Plz","","Woodbridge","VA","22193","False","03/06/2012",".04","29","Interest","","{EDFE4889-05FE-C6D3-CCD9-46EEC2A361F6}"
"149","2987","","","BB&T","","","11300 Nuckols Rd","","Glen Allen","VA","23059","False","01/31/2012","1.24","37","statement interest","","{93B163BA-F163-3E35-51B0-AF0B92D562F1}"
"149","2987","","","BB&T","","","11300 Nuckols Rd","","Glen Allen","VA","23059","False","02/29/2012","1.02","38","statement interest","","{93B163BA-F163-3E35-51B0-AF0B92D562F1}"
"149","2987","","","BB&T","","","11300 Nuckols Rd","","Glen Allen","VA","23059","False","03/31/2012","1.06","39","statement interest","","{93B163BA-F163-3E35-51B0-AF0B92D562F1}"
"215","779","","","Cox Communications Inc","","","1341 Crossways Blvd","","Chesapeake","VA","23320","False","01/31/2012","63.67","59","Overcharge refund","","{3DC651C6-65B9-A210-81FB-D5CF0235FB0D}"
"220","1503","","","SunTrust","","","9072 West Broad Street","","Richmond","VA","23294","False","01/31/2012","6.88","67","interest","","{AC5AEEAB-F997-E70B-63D2-338062165B60}"
"220","1503","","","SunTrust","","","9072 West Broad Street","","Richmond","VA","23294","False","03/31/2012","6.93","68","interest","","{AC5AEEAB-F997-E70B-63D2-338062165B60}"
"220","1504","","","SunTrust","","","9072 West Broad Street","","Richmond","VA","23294","False","02/29/2012","6.44","69","interest","","{AC5AEEAB-F997-E70B-63D2-338062165B60}"
"223","3399","","","Bank of America","","","1111 E. Main Street","","Richmond","VA","23219","False","02/29/2012","11.52","70","interest","","{A314FFA8-D0ED-6A53-141F-96FFA1FB23FA}"
"242","3941","","","Union First Market Bank","","","1051 East Cary St.","Suite 103","Richmond","VA","23219","False","01/31/2012",".65","71","Interest","","{ABB72EC4-3A40-2B7A-3601-E956BDAC5048}"
