"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"91-122","The Virginia Education Association Fund for Children and Public Education","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/13/2012","T","0","Treasurer","Gray","Roger","","G","65435.14","173","0.00","0","31360.08","4489","3.00","","96795.22","4662","0.00","60635.25","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/01/2011","T","0","Treas","Garber","Manley","","G","4225.00","15","0.00","0","3325.00","99","0.00","","7550.00","114","0.00","14050.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/06/2011","T","0","Treas","Garber","Manley","","G","3910.00","9","0.00","0","5225.99","184","0.00","","9135.99","193","0.00","12474.79","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/03/2011","T","0","Treas","Garber","Manley","","G","5225.00","4","0.00","0","875.00","24","0.00","","6100.00","28","0.00","26550.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/04/2012","T","0","Treas","Garber","Manley","","G","12352.34","1","0.00","0","0.00","0","0.00","","12352.34","1","0.00","10200.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/08/2011","T","0","Treasurer","Toalson","Michael","","G","28037.50","44","0.00","0","1450.00","16","0.00","","29487.50","60","0.00","31623.73","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/12/2011","T","0","Treasurer","Toalson","Michael","","G","18650.00","16","207.50","1","370.00","5","0.00","","19227.50","22","207.50","47347.91","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/06/2011","T","0","Treasurer","Toalson","Michael","","G","13662.50","16","0.00","0","500.00","5","0.00","","14162.50","21","0.00","40740.99","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/04/2012","T","0","Treasurer","Toalson","Michael","","G","6900.00","12","0.00","0","495.00","7","0.00","","7395.00","19","0.00","26402.01","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/05/2011","T","0","Treasurer","Bennett","P. Dale","","G","300.00","1","0.00","0","0.00","0","0.00","","300.00","1","0.00","11700.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/06/2011","T","0","Treasurer","Bennett","P. Dale","","G","4714.00","6","0.00","0","100.00","1","250.00","","4814.00","7","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/06/2011","T","0","Treasurer","Bennett","P. Dale","","G","6500.00","8","0.00","0","100.00","2","0.00","","6600.00","10","0.00","2750.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/06/2012","T","0","Treasurer","Bennett","P. Dale","","G","5700.00","6","0.00","0","0.00","0","0.00","","5700.00","6","0.00","11500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/15/2011","T","0","Treasurer","Hawkins","Barry","","G","0.00","0","0.00","0","450.00","6","0.00","","450.00","6","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/15/2011","T","0","Treasurer","Hawkins","Barry","","G","0.00","0","0.00","0","525.00","7","0.00","","525.00","7","0.00","9129.18","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/17/2011","T","0","Treasurer","Hawkins","Barry","","G","6963.85","1","0.00","0","1125.00","15","0.00","","8088.85","16","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/17/2012","T","0","Treasurer","Hawkins","Barry","","G","0.00","0","0.00","0","900.00","12","0.00","","900.00","12","0.00","13500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/08/2011","T","0","Treasurer","Michael","Maloney","","G","1466.72","7","0.00","0","0.00","0","0.00","","1466.72","7","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/13/2011","T","0","Treasurer","Michael","Maloney","","G","2050.08","12","0.00","0","635.00","11","0.00","","2685.08","23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/14/2011","T","0","Treasurer","Michael","Maloney","","G","950.08","10","0.00","0","100.00","1","0.00","","1050.08","11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/12/2012","T","0","Treasurer","Michael","Maloney","","G","6463.44","17","0.00","0","175.00","4","0.00","","6638.44","21","0.00","27174.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/07/2011","T","0","Treasurer","Applewhite","Hunter","","G","0.00","0","0.00","0","0.00","0","500.00","","0.00","0","0.00","265950.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/11/2011","T","0","Treasurer","Applewhite","Hunter","","G","0.00","0","0.00","0","0.00","0","2000.00","","0.00","0","0.00","155750.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/06/2011","T","0","Treasurer","Applewhite","Hunter","","G","0.00","0","0.00","0","0.00","0","1500.00","","0.00","0","0.00","194000.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/09/2012","T","0","Treasurer","Applewhite","Hunter","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","68700.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/15/2011","T","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","0.00","0","199.41","","0.00","0","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/01/2011","T","0","Treas","Sprigg","Susan","R","G","0.00","0","0.00","0","0.00","0","177.56","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/06/2011","T","0","Treas","Sprigg","Susan","R","G","37.18","1","0.00","0","75.12","2","0.00","","112.30","3","0.00","8750.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/02/2012","T","0","Treas","Sprigg","Susan","R","G","331.52","4","0.00","0","0.00","0","0.00","","331.52","4","0.00","6317.27","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/15/2011","T","0","Treasurer","Ayers","Walter","C","G","78096.82","76","0.00","0","980.00","120","871.50","","79076.82","196","0.00","97986.19","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/08/2011","T","0","Treasurer","Ayers","Walter","C","G","189181.75","162","0.00","0","6261.68","227","5011.26","","195443.43","389","0.00","106420.45","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","A","1","07/08/2011","T","0","Treasurer","Ayers","Walter","C","G","189181.75","162","0.00","0","6261.68","227","5011.26","","195443.43","389","0.00","107575.39","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/07/2011","T","0","Treasurer","Ayers","Walter","C","G","23265.83","189","0.00","0","1178.99","168","1442.82","","24444.82","357","0.00","68279.57","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/17/2012","T","0","Treasurer","Ayers","Walter","C","G","104466.85","175","0.00","0","472.13","109","458.00","","104938.98","284","0.00","110868.81","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/15/2011","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/15/2011","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/12/2011","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","112.50","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/12/2011","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","112.50","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/14/2011","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/14/2011","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/17/2012","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","90.50","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/17/2012","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","90.50","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/14/2011","T","0","Secretary/Treas","Hudson","W","T","G","19212.00","26","0.00","0","60.00","1","0.00","","19272.00","27","0.00","15250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/14/2011","T","0","Secretary/Treas","Hudson","W","T","G","16677.00","26","0.00","0","59.00","1","0.00","","16736.00","27","0.00","19500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/17/2011","T","0","Secretary/Treas","Hudson","W","T","G","18260.00","29","0.00","0","0.00","0","0.00","","18260.00","29","0.00","17491.36","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/17/2012","T","0","Secretary/Treas","Hudson","W","T","G","11966.00","20","0.00","0","0.00","0","0.00","","11966.00","20","0.00","57500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/12/2011","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","0.00","0","590.18","","0.00","0","0.00","4325.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/11/2011","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","5685.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/11/2011","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","12450.00","249","0.00","","12450.00","249","0.00","4555.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/13/2012","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","0.00","0","1333.20","","0.00","0","0.00","9855.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/05/2011","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","1000.00","2","225.75","1","250.00","3","0.00","","1475.75","6","225.75","1750.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/05/2011","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","1670.00","5","465.78","2","1827.00","19","0.00","","3962.78","26","465.78","2450.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/04/2011","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","0.00","0","293.48","1","120.00","2","0.00","","413.48","3","293.48","2150.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","A","1","10/06/2011","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","0.00","0","0.00","0","120.00","2","0.00","","120.00","2","0.00","2443.48","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","A","1","10/14/2011","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","1670.00","5","337.07","1","1827.00","19","0.00","","3834.07","25","337.07","2578.71","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/03/2012","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","900.00","4","0.00","0","0.00","0","0.00","","900.00","4","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/15/2011","T","0","Treasurer","Loftis","Mark","","G","2400.00","10","0.00","0","750.00","12","0.30","","3150.00","22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/06/2011","T","0","Treasurer","Loftis","Mark","","G","0.00","0","0.00","0","0.00","0","0.45","","0.00","0","0.00","400.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/17/2011","T","0","Treasurer","Loftis","Mark","","G","0.00","0","0.00","0","0.00","0","0.47","","0.00","0","0.00","200.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/17/2012","T","0","Treasurer","Loftis","Mark","","G","0.00","0","0.00","0","0.00","0","0.43","","0.00","0","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/15/2011","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","83.20","1","0.70","","83.20","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/15/2011","T","0","Treasurer","Medas","John","","G","1600.00","2","0.00","0","0.00","0","0.73","","1600.00","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/17/2011","T","0","Treasurer","Medas","John","","G","115.50","1","0.00","0","0.00","0","0.70","","115.50","1","0.00","5835.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2011","01/17/2012","PAC2110004","10/01/2011","12/31/2011","E","R","0","01/17/2012","T","0","Treasurer","Medas","John","","G","400.00","1","0.00","0","0.00","0","0.53","","400.00","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-169","United Mine Workers of America UMWA General Fund","2011","04/15/2011","PAC2110001","01/01/2011","03/31/2011","E","R","0","04/11/2011","T","0","Treasurer","Kane","Daniel","","G","0.00","0","0.00","0","3160.00","316","9.00","","3160.00","316","0.00","5500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-169","United Mine Workers of America UMWA General Fund","2011","09/01/2011","PAC2110002","04/01/2011","06/30/2011","E","R","0","07/14/2011","T","0","Treasurer","Kane","Daniel","","G","0.00","0","0.00","0","0.00","0","3150.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-169","United Mine Workers of America UMWA General Fund","2011","12/01/2011","PAC2110003","07/01/2011","09/30/2011","E","R","0","10/14/2011","T","0","Treasurer","Kane","Daniel","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0",""
