"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"146136","492074","","","City of Virginia Beach - Parks and Recreation","","","2154 Landstown Road","","Virginia Beach","VA","23456","False","08/06/2018","70.00","38066","Partial Refund of Park Shelter Fee","","{A3AAE0B8-F480-512F-DE48-659AB28AF081}"
"146236","6838","","","Bank of America","","","PO Box 25118","","Tampa","FL","33622","False","07/31/2018",".05","38121","interest","","{1F732134-5A8A-954A-4A04-66CA3916781E}"
"146236","6838","","","Bank of America","","","PO Box 25118","","Tampa","FL","33622","False","08/31/2018",".05","38122","interest","","{1F732134-5A8A-954A-4A04-66CA3916781E}"
"146236","6838","","","Bank of America","","","PO Box 25118","","Tampa","FL","33622","False","09/30/2018",".05","38123","Interest","","{1F732134-5A8A-954A-4A04-66CA3916781E}"
"146244","2987","","","BB&T","","","11300 Nuckols Rd","","Glen Allen","VA","23059","False","07/31/2018",".58","38129","statement interest","","{6FDE9023-D065-A998-35AF-6A2B211151CD}"
"146244","2987","","","BB&T","","","11300 Nuckols Rd","","Glen Allen","VA","23059","False","08/31/2018",".57","38130","statement interest","","{6FDE9023-D065-A998-35AF-6A2B211151CD}"
"146244","2987","","","BB&T","","","11300 Nuckols Rd","","Glen Allen","VA","23059","False","09/30/2018",".64","38131","statement interest","","{6FDE9023-D065-A998-35AF-6A2B211151CD}"
"146245","412018","","","6th District Democratic Committee","","","720 Court Street","1E","Lynchburg","VA","24504","False","07/18/2018","500.00","38132","Fundraiser canceled","","{3E4F8AEF-5286-385B-DD36-700D4345CD7F}"
"146269","3122","","","Union First Market Bank","","","PO Box 940","","Ruther Glen","VA","22546","False","07/31/2018","59.12","38163","Interest","","{2DCEB420-E188-AD7E-1D74-28D8B28832BF}"
"146269","3122","","","Union First Market Bank","","","PO Box 940","","Ruther Glen","VA","22546","False","08/31/2018","60.13","38164","Bank Interest","","{2DCEB420-E188-AD7E-1D74-28D8B28832BF}"
