"ReportId","ScheduleId","ScheduleIId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","AuthorizingName","TypeOfDisposition","ReportUID"
"109188","","855","","","","Communities in Schools of Richmond","","","2292 W. Marshall St.","Suite 2","Richmond","VA","23230","False","04/03/2017","1412.06","Paul S. Bliley, Jr.","Charitable Donation of excess funds","{166E2D02-CFB9-FB02-AA64-CB991E7485E2}"
"109575","","869","357654","","","Safe Space, Inc.","","","203 Yoakum Parkway","1803","Alexandria","VA","22304","False","03/08/2017","1308.63","Charles Sumpter","Donation to Safe Space, Inc.","{C5F6F393-432C-2175-FBC2-B2EB818C03A7}"
"109575","","870","357655","","","Friends of the Alexandria Commission for Women","","","111 E. Alexandria Avenue","","Alexandria","VA","22301","False","03/02/2017","152.50","charles sumpter","Donation to the Friends of the Alexandria Commission for Women - Salute to Women Awards","{C5F6F393-432C-2175-FBC2-B2EB818C03A7}"
"109712","","871","364207","","","Friends Association For Children","","","1004 ST John Street","","Richmond","VA","23220","False","04/11/2017","186.68","Mariah White","Closing 2016 Campaign Finances Account","{0519A6D4-EEAA-C038-AD68-0EDB27E1672E}"
"109784","","872","364467","","","Fairfax Spotlight on the Arts","","","10455 Armstrong Street","Suite 123","Fairfax","VA","22030","False","04/10/2017","200.00","Paul E. Kyle","Contribution to 501(c)3 for closing of Campaign Account","{78FDB118-DEDB-9D39-BA20-19ACE2CA7B4A}"
"109784","","873","364468","","","The Lamb Center","","","PO Box 1385","","Fairfax","VA","22038-1385","False","04/10/2017","183.67","Paul E. Kyle","Donation to 501(c) 3 to close out campaign account","{78FDB118-DEDB-9D39-BA20-19ACE2CA7B4A}"
"111453","","887","371662","","","Friends of Jason Pelt","","","1259 Courthouse Road","101","Stafford","VA","22554","False","03/30/2017","56.17","Jason M. Pelt","Transfer funds to new Board of Supervisors campaign","{772C1A9F-79EC-3465-60D3-F8B0682F0C32}"
