"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"91-122","The Virginia Education Association Fund for Children and Public Education","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/04/2006","T","0","Treasurer","Gray","Roger","","G","0.00","0","0.00","0","22592.15","2751","8.49","","22592.15","2751","0.00","26310.78","0.00","0.00","0.00","0.00","0.00","0",""
"91-122","The Virginia Education Association Fund for Children and Public Education","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/11/2006","T","0","Treasurer","Gray","Roger","","G","1651.00","12","0.00","0","62871.67","4253","12.38","","64522.67","4265","0.00","56154.04","0.00","0.00","0.00","0.00","0.00","0",""
"91-122","The Virginia Education Association Fund for Children and Public Education","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/02/2006","T","0","Treasurer","Gray","Roger","","G","3336.50","31","0.00","0","12676.25","2092","13.99","","16012.75","2123","0.00","21257.61","0.00","0.00","0.00","0.00","0.00","0",""
"91-122","The Virginia Education Association Fund for Children and Public Education","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/04/2007","T","0","Treasurer","Gray","Roger","","G","2495.55","45","0.00","0","21869.50","9158","8.72","","24365.05","9203","0.00","28381.24","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/03/2006","T","0","Treas","Garber","Manley","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/18/2006","T","0","Treas","Garber","Manley","","G","14373.50","1","0.00","0","0.00","0","0.00","","14373.50","1","0.00","5250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/10/2006","T","0","Treas","Garber","Manley","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","5165.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/04/2007","T","0","Treas","Garber","Manley","","G","23384.00","1","0.00","0","0.00","0","0.00","","23384.00","1","0.00","6502.52","0.00","0.00","0.00","0.00","0.00","0",""
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/03/2006","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/10/2006","T","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-124","Amalgamated Transit Union Committee on Political Education in Virginia","2006","01/01/2006","FINAL_06","01/01/2006","12/31/2006","E","R","0","10/06/2006","L","0","Treasurer","Mathieu","Jacques","C","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/14/2006","T","0","Treasurer","Toalson","Michael","","G","67975.00","142","0.00","0","0.00","0","0.00","","67975.00","142","0.00","33325.58","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/12/2006","T","0","Treasurer","Toalson","Michael","","G","37623.00","54","0.00","0","0.00","0","0.00","","37623.00","54","0.00","13487.84","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/06/2006","T","0","Treasurer","Toalson","Michael","","G","30877.50","41","0.00","0","0.00","0","0.00","","30877.50","41","0.00","15271.91","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/11/2007","T","0","Treasurer","Toalson","Michael","","G","30353.00","17","0.00","0","0.00","0","0.00","","30353.00","17","0.00","24843.09","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/14/2006","T","0","Treasurer","Bennett","P. Dale","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/12/2006","T","0","Treasurer","Bennett","P. Dale","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/12/2006","T","0","Treasurer","Bennett","P. Dale","","G","15236.00","28","0.00","0","350.00","4","0.00","","15586.00","32","0.00","1282.75","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/15/2007","T","0","Treasurer","Bennett","P. Dale","","G","1500.00","2","0.00","0","0.00","0","0.00","","1500.00","2","0.00","13000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/17/2006","T","0","Treasurer","Hawkins","Barry","","G","1000.00","1","0.00","0","2325.00","31","0.00","","3325.00","32","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/17/2006","T","0","Treasurer","Hawkins","Barry","","G","400.00","4","0.00","0","4975.00","67","0.00","","5375.00","71","0.00","2500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/16/2006","T","0","Treasurer","Hawkins","Barry","","G","150.00","2","0.00","0","2925.00","39","0.00","","3075.00","41","0.00","608.41","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/15/2007","T","0","Treasurer","Hawkins","Barry","","G","75.00","1","0.00","0","525.00","7","0.00","","600.00","8","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/17/2006","T","0","Treasurer","Michael","Maloney","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","A","1","04/26/2006","T","0","Treasurer","Michael","Maloney","","G","833.36","4","0.00","0","616.68","9","0.00","","1450.04","13","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/14/2006","T","0","Treasurer","Michael","Maloney","","G","5866.71","21","0.00","0","540.00","7","0.00","","6406.71","28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","A","1","09/11/2006","T","0","Treasurer","Michael","Maloney","","G","5866.71","21","0.00","0","540.00","7","0.00","","6406.71","28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/16/2006","T","0","Treasurer","Michael","Maloney","","G","2137.52","16","0.00","0","135.00","2","0.00","","2272.52","18","0.00","500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/12/2007","T","0","Treasurer","Michael","Maloney","","G","3150.05","19","0.00","0","850.00","11","0.00","","4000.05","30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","A","2","09/25/2007","T","0","Treasurer","Michael","Maloney","","G","833.36","4","0.00","0","616.68","9","0.00","","1450.04","13","0.00","1250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","A","1","09/25/2007","T","0","Treasurer","Michael","Maloney","","G","3150.05","19","0.00","0","850.00","11","0.00","","4000.05","30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","05/17/2006","T","0","Treasurer","Applewhite","Hunter","","G","15250.00","1","0.00","0","0.00","0","250.00","","15250.00","1","0.00","19000.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/14/2006","T","0","Treasurer","Applewhite","Hunter","","G","150000.00","1","0.00","0","0.00","0","0.00","","150000.00","1","0.00","148600.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/10/2006","T","0","Treasurer","Applewhite","Hunter","","G","300000.00","1","0.00","0","0.00","0","1000.00","","300000.00","1","0.00","172150.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/12/2007","T","0","Treasurer","Applewhite","Hunter","","G","15000.00","1","0.00","0","0.00","0","0.00","","15000.00","1","0.00","136950.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/18/2006","T","0","Treas","Sprigg","Susan","R","G","13050.00","17","0.00","0","3180.00","106","422.59","","16230.00","123","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/19/2006","L","0","Treas","Sprigg","Susan","R","G","9800.00","14","0.00","0","5080.00","160","524.82","","14880.00","174","0.00","523.23","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/16/2006","T","0","Treas","Sprigg","Susan","R","G","2250.00","5","0.00","0","3890.00","125","692.96","","6140.00","130","0.00","5969.85","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","A","1","10/23/2006","T","0","Treas","Sprigg","Susan","R","G","2500.00","6","0.00","0","3890.00","125","692.96","","6390.00","131","0.00","5969.85","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/16/2007","T","0","Treas","Sprigg","Susan","R","G","5000.00","4","0.00","0","3480.00","116","749.13","","8480.00","120","0.00","404.96","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","A","1","04/16/2007","T","0","Treas","Sprigg","Susan","R","G","5000.00","4","0.00","0","3480.00","116","749.13","","8480.00","120","0.00","2904.96","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/19/2006","T","0","Treasurer","Ayers","Walter","C","G","31650.00","16","0.00","0","1614.15","27","2325.39","","33264.15","43","0.00","11545.43","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/14/2006","T","0","Treasurer","Ayers","Walter","C","G","238481.63","411","0.00","0","72480.29","1509","3905.39","","310961.92","1920","0.00","86194.23","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/17/2006","T","0","Treasurer","Ayers","Walter","C","G","9703.95","31","0.00","0","4810.59","82","6545.14","","14514.54","113","0.00","96294.97","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/16/2007","T","0","Treasurer","Ayers","Walter","C","G","2170.45","22","0.00","0","290.75","10","4712.45","","2461.20","32","0.00","58272.57","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/17/2007","L","0","Treasurer","Ayers","Walter","C","G","15958.30","8","0.00","0","268.31","8","5237.22","","16226.61","16","0.00","79341.74","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/11/2006","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","150.00","3","0.00","","150.00","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/11/2006","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","150.00","3","0.00","","150.00","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/14/2006","T","0","Cust of Books","Grow","Bob","","G","13900.00","29","0.00","0","0.00","0","0.00","","13900.00","29","0.00","4291.91","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/14/2006","T","0","Treasurer","Thomas","Alexander","","G","13900.00","29","0.00","0","0.00","0","0.00","","13900.00","29","0.00","4291.91","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/13/2006","T","0","Treasurer","Thomas","Alexander","","G","2500.00","2","0.00","0","0.00","0","0.00","","2500.00","2","0.00","391.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/13/2006","T","0","Cust of Books","Grow","Bob","","G","2500.00","2","0.00","0","0.00","0","0.00","","2500.00","2","0.00","391.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/16/2007","T","0","Cust of Books","Grow","Bob","","G","5550.00","6","0.00","0","200.00","3","0.00","","5750.00","9","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/16/2007","T","0","Treasurer","Thomas","Alexander","","G","5550.00","6","0.00","0","200.00","3","0.00","","5750.00","9","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-143","CIGNA Corporation PAC","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/11/2006","T","0","","Newman","Mari","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-143","CIGNA Corporation PAC","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/06/2006","T","0","","Newman","Mari","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/11/2006","T","0","Secretary/Treas","Hudson","W","T","G","17921.00","30","0.00","0","65.00","1","0.00","","17986.00","31","0.00","20000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/17/2006","T","0","Secretary/Treas","Hudson","W","T","G","13808.00","30","0.00","0","0.00","0","0.00","","13808.00","30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/16/2006","T","0","Secretary/Treas","Hudson","W","T","G","17952.00","30","0.00","0","0.00","0","0.00","","17952.00","30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/16/2007","T","0","Secretary/Treas","Hudson","W","T","G","16899.00","29","0.00","0","0.00","0","0.00","","16899.00","29","0.00","6109.88","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/17/2006","T","0","Treasurer","Latham","Randy","","G","150.00","1","0.00","0","0.00","0","1106.70","","150.00","1","0.00","8397.15","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/14/2006","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","43250.00","865","0.00","","43250.00","865","0.00","50618.08","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/16/2006","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","4300.00","86","0.00","","4300.00","86","0.00","9341.11","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/16/2007","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","6600.00","132","210.00","","6600.00","132","0.00","4343.85","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/17/2006","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","1250.00","4","0.00","0","300.00","3","0.00","","1550.00","7","0.00","855.50","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/10/2006","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","2147.00","8","0.00","0","1300.00","13","0.00","","3447.00","21","0.00","3475.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/11/2006","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","0.00","0","0.00","0","400.00","4","0.00","","400.00","4","0.00","2250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/11/2007","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","2025.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/03/2006","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","3325.00","762","2.70","","3325.00","762","0.00","10962.62","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/10/2006","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","3020.00","749","1.41","","3020.00","749","0.00","885.01","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/16/2006","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","2469.80","742","1.83","","2469.80","742","0.00","799.58","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2006","01/16/2007","JANP16_07","10/01/2006","12/31/2006","E","R","0","01/12/2007","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","0.00","0","2.07","","0.00","0","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-166","International Union of Painters & Allied Trades Legislative and Educational Committee","2006","04/17/2006","APRP17_06","01/01/2006","03/31/2006","E","R","0","04/17/2006","T","0","Treasurer","Galis","George","","G","250.00","1","0.00","0","322720.77","0","83076.73","","322970.77","1","0.00","380168.81","0.00","0.00","0.00","0.00","0.00","0",""
"91-166","International Union of Painters & Allied Trades Legislative and Educational Committee","2006","07/17/2006","JULP17_06","04/01/2006","06/30/2006","E","R","0","07/17/2006","T","0","Treasurer","Galis","George","","G","0.00","0","0.00","0","519899.00","0","672.38","","519899.00","0","0.00","480613.56","0.00","0.00","0.00","0.00","0.00","0",""
"91-166","International Union of Painters & Allied Trades Legislative and Educational Committee","2006","10/16/2006","OCTP17_06","07/01/2006","09/30/2006","E","R","0","10/17/2006","T","0","Treasurer","Galis","George","","G","6149.00","25","0.00","0","440887.29","0","9836.60","","447036.29","25","0.00","497719.07","0.00","0.00","0.00","0.00","0.00","0",""
