"Committee Code","Committee Name","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","Officer Position","Last Name","First Name","Middle Name","Office Code","Office Sub Code","Party","Entity Name","Entity Address","Entity City","Entity State","Entity Zip","Entity Occupation","Entity Place Of Business","Trans Type","Trans Date","Trans Amount","Trans Agg To Date","Trans Value Basis","Trans Service Or Goods","Entity Employer"
"CC980274","Friends of  Barbara Chrisley","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","D","R","0","07/11/2006","R","CandOfficer","Chrisley","Barbara","M","HOD","007","Virginia Republican Party","Verizon","","Richmond","VA","23228","","","R","01/21/2006","516.46","","","",""
"CC980566","Friends of Nick Rerras","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/14/2006","T","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","CompUSA #4","","Norfolk","VA","23502","","","R","05/01/2006","41.99","","","",""
"CC980566","Friends of Nick Rerras","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","A","1","04/16/2007","T","CandOfficer","Rerras","Dimitrios","Nick","SEN","6","Virginia Republican Party","CompUSA #4","","Norfolk","VA","23502","","","R","05/01/2006","41.99","","","",""
"CC980575","Friends of John Watkins","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/05/2006","T","CandOfficer","Watkins","John","C.","SEN","10","Virginia Republican Party","Chesterfie","","Chesterfield","VA","23832","","","R","02/10/2006","41.50","","","",""
"CC980575","Friends of John Watkins","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","E","R","0","01/03/2007","T","CandOfficer","Watkins","John","C.","SEN","10","Virginia Republican Party","Founders B","","Midlothian","VA","23113","","","R","07/05/2006","75.00","","","",""
"CC980589","Puckett for Senate","2006","01/16/2007","JAN16_07","07/01/2006","12/31/2006","E","R","0","01/15/2007","T","CandOfficer","Puckett","Phillip","P.","SEN","38","Virginia Democratic Party","WVEC Telev","","Norfolk","VA","23510","","","R","10/19/2006","1015.75","","","",""
"CC980600","Marty Williams for State Senate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/14/2006","T","CandOfficer","Williams","Martin","E.","SEN","001","Virginia Republican Party","TowneBank","","Newport News","VA","23602","","","R","01/16/2006","0.77","","","",""
"CC980600","Marty Williams for State Senate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/14/2006","T","CandOfficer","Williams","Martin","E.","SEN","001","Virginia Republican Party","Wachovia B","","Newport News","VA","23606","","","R","01/31/2006","2.99","","","",""
"CC980600","Marty Williams for State Senate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/14/2006","T","CandOfficer","Williams","Martin","E.","SEN","001","Virginia Republican Party","TowneBank","","Newport News","VA","23602","","","R","02/16/2006","0.77","","","",""
"CC980600","Marty Williams for State Senate","2006","07/17/2006","JUL17_06","01/01/2006","06/30/2006","E","R","0","07/14/2006","T","CandOfficer","Williams","Martin","E.","SEN","001","Virginia Republican Party","Wachovia B","","Newport News","VA","23606","","","R","02/28/2006","2.19","","","",""
